url,title,mileage_listed,list_price_displayed,dealer_info
https://www.truecar.com/used-cars-for-sale/listing/KM8K33AG0MU120808/2021-hyundai-kona-electric/?position=29&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2021HyundaiKona Electric Limited,"13,934miles","$16,300",Nucar Hyundai Norwood EV EV
https://www.truecar.com/used-cars-for-sale/listing/1GCVKREC4JZ106634/2018-chevrolet-silverado-1500/?position=30&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2018ChevroletSilverado 1500 LT Z71 Double Cab Standard Box 4WD,"101,068miles","$21,995",John's Auto Sales Somerville
https://www.truecar.com/used-cars-for-sale/listing/JTDKARFP2H3038113/2017-toyota-prius-prime/?position=31&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2017ToyotaPrius Prime Advanced,"91,692miles","$16,690",Wellesley Toyota PHEV PHEV
https://www.truecar.com/used-cars-for-sale/listing/4JGBB7HB3BA661483/2011-mercedes-benz-m-class/?position=32&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Used2011Mercedes-BenzML 63 AMG 4MATIC,"116,200miles","$14,995",RT28 Motors
https://www.truecar.com/used-cars-for-sale/listing/1FMCU9H97NUB16221/2022-ford-escape/?position=0&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace&sponsored=true&zipcode=02062,Used2022FordEscape SEL AWD,"21,828miles","$23,998",CarMax Westborough
https://www.truecar.com/used-cars-for-sale/listing/1FBAX2Y84MKA31241/2021-ford-transit-passenger-wagon/?position=1&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace&sponsored=true,"Used2021FordTransit Passenger Wagon T-350 XLT 148"" Low Roof RWD","63,066miles","$34,999",Stoneham Ford
https://www.truecar.com/used-cars-for-sale/listing/3FMTK3SU0MMA63073/2021-ford-mustang-mach-e/?position=2&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace&sponsored=true,Used2021FordMustang Mach-E Premium AWD,"21,910miles","$27,990",Stoneham Ford EV EV
https://www.truecar.com/used-cars-for-sale/listing/5NPEB4AC8DH568277/2013-hyundai-sonata/?position=3&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace,Used2013HyundaiSonata GLS 2.4L (PZEV) (alt),"80,942miles","$7,998",Prospect Auto Sales (MA)
https://www.truecar.com/used-cars-for-sale/listing/JTDL9MFU7M3030816/2021-toyota-prius/?position=4&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace,Used2021ToyotaPrius LE AWD-e,"179,743miles","$13,795",Real Motors Inc Hybrid Hybrid
https://www.truecar.com/used-cars-for-sale/listing/1GNSKCKC6GR190055/2016-chevrolet-tahoe/?position=5&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace,Used2016ChevroletTahoe LTZ 4WD,"155,500miles","$15,995",Real Motors Inc
https://www.truecar.com/used-cars-for-sale/listing/WAU8HAF86LN009191/2020-audi-a8/?position=6&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace,Used2020AudiA8 Plug-In Hybrid L,"37,122miles","$35,900",Nucar Honda Norwood PHEV PHEV
https://www.truecar.com/used-cars-for-sale/listing/KM8K53AG9NU150675/2022-hyundai-kona-electric/?position=7&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace,Used2022HyundaiKona Electric Limited,"32,250miles","$18,000",Nucar Volkswagen of Norwood EV EV
https://www.truecar.com/used-cars-for-sale/listing/1C4RJFBG8KC854236/2019-jeep-grand-cherokee/?position=8&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace,Used2019JeepGrand Cherokee Limited 4WD,"71,722miles","$20,995",Grava Chrysler Dodge Jeep Ram
https://www.truecar.com/used-cars-for-sale/listing/4S4WX9GD8D4400059/2013-subaru-tribeca/?position=9&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace,Used2013SubaruTribeca Limited,"30,665miles","$14,995",Saugus Auto Mall
https://www.truecar.com/used-cars-for-sale/listing/WDDEJ7EB1DA030975/2013-mercedes-benz-cl/?position=10&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace,Used2013Mercedes-BenzCL 63 AMG RWD,"51,972miles","$31,995",777 Auto LLC
https://www.truecar.com/used-cars-for-sale/listing/WVWJM7AN3AE106510/2010-volkswagen-passat/?position=11&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace,Used2010VolkswagenPassat Komfort Sedan DSG (PZEV),"62,564miles","$7,995",777 Auto LLC
https://www.truecar.com/used-cars-for-sale/listing/JTJBM7FX5D5060985/2013-lexus-gx/?position=12&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace,Used2013LexusGX 460,"86,472miles","$19,888",Nucar Toyota Norwood
https://www.truecar.com/used-cars-for-sale/listing/WBXYJ5C32JEF71244/2018-bmw-x2/?position=13&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace,Used2018BMWX2 xDrive28i,"71,104miles","$15,499",Acura of Boston
https://www.truecar.com/used-cars-for-sale/listing/W1N9M0KB8PN036714/2023-mercedes-benz-eqb/?position=14&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace,Used2023Mercedes-BenzEQB 300 4MATIC,"8,329miles","$27,913",BidCars Boston EV EV
https://www.truecar.com/used-cars-for-sale/listing/3VWVA7AT4DM634691/2013-volkswagen-beetle/?position=15&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace,Used2013VolkswagenBeetle Turbo Coupe DSG (PZEV),"73,675miles","$9,495",Bespoke Auto
https://www.truecar.com/used-cars-for-sale/listing/NM0KS9CN9DT153976/2013-ford-transit-connect-wagon/?position=16&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D3&sourceType=marketplace,Used2013FordTransit Connect Wagon XLT Premium,"105,172miles","$6,975",IMotoBank
